mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible	slur	crescendo_line
58	56	335	335	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	892						
58	56	671/2	671/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	893						
58	56	336	336	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	894						
58	56	673/2	673/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	895						
58	56	331	331	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	896						
58	56	665/2	665/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8		1/4	3/2	897						
58	56	334	334	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	898						
58	56	671/2	671/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8		1/4	3/2	899						
59	57	337	337	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	900						
59	57	675/2	675/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	901						
59	57	338	338	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	902						
59	57	677/2	677/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	903						
59	57	339	339	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	904						
59	57	679/2	679/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	905						
59	57	340	340	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	906						
59	57	683/2	683/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	907						
59	57	342	342	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	908						
59	57	685/2	685/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	909						
59	57	337	337	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	910						
59	57	677/2	677/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8		1/4	3/2	911						
59	57	683/2	683/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8		1/4	3/2	912						
60	58	343	343	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	913						
60	58	687/2	687/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	914						
60	58	344	344	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	915						
60	58	689/2	689/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	916						
60	58	345	345	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	917						
60	58	691/2	691/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	918						
60	58	346	346	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	919						
60	58	693/2	693/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	920						
60	58	347	347	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	921						
60	58	695/2	695/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	922						
60	58	348	348	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	923						
60	58	697/2	697/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	924						
60	58	343	343	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	925						
60	58	689/2	689/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8		1/4	3/2	926						
60	58	346	346	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	927						
60	58	695/2	695/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8		1/4	3/2	928						
61	59	349	349	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	929						
61	59	699/2	699/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	930						
61	59	350	350	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	931						
61	59	701/2	701/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	932						
61	59	351	351	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	933						
61	59	703/2	703/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	934						
61	59	352	352	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	935						
61	59	707/2	707/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	936						
61	59	354	354	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	937						
61	59	709/2	709/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	938						
61	59	349	349	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	939						
61	59	701/2	701/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8		1/4	3/2	940						
61	59	707/2	707/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8		1/4	3/2	941						
62	60	355	355	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	942						
62	60	711/2	711/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	943						
62	60	356	356	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	944						
62	60	713/2	713/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	945						
62	60	357	357	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	946						
62	60	715/2	715/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	947						
62	60	358	358	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	948						
62	60	717/2	717/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	949						
62	60	359	359	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	950						
62	60	719/2	719/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	951						
62	60	360	360	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	952						
62	60	721/2	721/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	953						
62	60	355	355	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	954						
62	60	713/2	713/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8		1/4	3/2	955						
62	60	358	358	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	956						
62	60	719/2	719/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8		1/4	3/2	957						
63	61	361	361	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	958						
63	61	723/2	723/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	959						
63	61	362	362	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	960						
63	61	725/2	725/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	961						
63	61	363	363	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	962						
63	61	727/2	727/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	963						
63	61	364	364	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	964						
63	61	729/2	729/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	965						
63	61	365	365	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	966						
63	61	731/2	731/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	967						
63	61	366	366	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	968						
63	61	733/2	733/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	969						
63	61	361	361	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	970						
64	62	367	367	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	971						
64	62	737/2	737/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	972						
64	62	369	369	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	973						
64	62	739/2	739/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	974						
64	62	370	370	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	975						
64	62	367	367	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	976						
64	62	735/2	735/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	977						
64	62	368	368	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	978						
64	62	737/2	737/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	979						
64	62	369	369	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	980						
64	62	739/2	739/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	981						
64	62	370	370	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	982						
64	62	741/2	741/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	983						
64	62	371	371	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	984						
64	62	743/2	743/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	985						
64	62	372	372	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	986						
64	62	745/2	745/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	987						
65	63	373	373	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	988						
65	63	747/2	747/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	989						
65	63	374	374	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	990						
65	63	749/2	749/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	991						
65	63	375	375	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	992						
65	63	751/2	751/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	993						
65	63	376	376	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	994						
65	63	753/2	753/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	995						
65	63	377	377	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	996						
65	63	755/2	755/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	997						
65	63	378	378	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	998						
65	63	757/2	757/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	999						
65	63	373	373	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	1000						
65	63	749/2	749/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1001						
65	63	375	375	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1002						
65	63	751/2	751/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1003						
65	63	376	376	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	1004						
65	63	755/2	755/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4		1/4	1	1005						
66	64	379	379	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	1006						
66	64	759/2	759/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	1007						
66	64	380	380	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	1008						
66	64	761/2	761/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	1009						
66	64	381	381	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	1010						
66	64	763/2	763/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	1011						
66	64	382	382	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	1012						
66	64	769/2	769/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	1013						
66	64	379	379	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	1014						
66	64	759/2	759/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1015						
66	64	380	380	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1016						
66	64	761/2	761/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1017						
66	64	381	381	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1018						
66	64	763/2	763/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1019						
66	64	382	382	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	1020						
67	65	385	385	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	1021					11	
67	65	773/2	773/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	1022						
67	65	775/2	775/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	1023						
67	65	388	388	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	1024						
67	65	781/2	781/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	1025						
67	65	385	385	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	1026						
67	65	771/2	771/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1027						
67	65	386	386	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1028						
67	65	773/2	773/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1029						
67	65	387	387	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1030						
67	65	775/2	775/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1031						
67	65	388	388	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	1032						
67	65	777/2	777/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	1033						
67	65	389	389	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	1034						
67	65	779/2	779/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	1035						
67	65	390	390	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	1036						
67	65	781/2	781/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	1037						
68	66	391	391	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	1038						
68	66	785/2	785/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	1039						
68	66	393	393	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	1040						
68	66	787/2	787/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	1041						
68	66	394	394	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	1042						
68	66	793/2	793/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	1043						
68	66	391	391	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	1044						
68	66	783/2	783/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1045						
68	66	392	392	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1046						
68	66	785/2	785/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1047						
68	66	393	393	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1048						
68	66	787/2	787/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1049						
68	66	394	394	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	1050						
68	66	789/2	789/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	1051						
68	66	395	395	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	1052						
68	66	791/2	791/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	1053						
68	66	396	396	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	1054						
68	66	793/2	793/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	1055						
69	67	397	397	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	1056					12	
69	67	797/2	797/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	1057						
69	67	799/2	799/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	1058						
69	67	400	400	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	1059						
69	67	805/2	805/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	1060						
69	67	397	397	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	1061						
69	67	795/2	795/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1062						
69	67	398	398	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1063						
69	67	797/2	797/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1064						
69	67	399	399	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1065						
69	67	799/2	799/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1066						
69	67	400	400	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	1067						
69	67	801/2	801/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	1068						
69	67	401	401	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	1069						
69	67	803/2	803/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	1070						
69	67	402	402	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	1071						
69	67	805/2	805/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	1072						
70	68	403	403	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	1073						
70	68	809/2	809/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	1074						
70	68	405	405	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	1075						
70	68	811/2	811/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	1076						
70	68	406	406	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	1077						
70	68	817/2	817/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	1078						
70	68	403	403	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	1079						
70	68	807/2	807/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1080						
70	68	404	404	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1081						
70	68	809/2	809/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1082						
70	68	405	405	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1083						
70	68	811/2	811/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1084						
70	68	406	406	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	1085						
70	68	813/2	813/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	1086						
70	68	407	407	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	1087						
70	68	815/2	815/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	1088						
70	68	408	408	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	1089						
70	68	817/2	817/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	1090						
71	69	409	409	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	1091					13	
71	69	410	410	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	1092						
71	69	821/2	821/2	3.0	3/8	3/8	Chord	12/8	1	1	3/4		1/2	3/2	1093						
71	69	827/2	827/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8		1/4	3/2	1094						
71	69	409	409	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	1095						
71	69	819/2	819/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1096						
71	69	410	410	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1097						
71	69	821/2	821/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1098						
71	69	411	411	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1099						
71	69	823/2	823/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1100						
71	69	412	412	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	1101						
71	69	825/2	825/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	1102						
71	69	413	413	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	1103						
71	69	827/2	827/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	1104						
71	69	414	414	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	1105						
71	69	829/2	829/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	1106						
72	70	415	415	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	1107						
72	70	416	416	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	1108						
72	70	833/2	833/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8		1/4	3/2	1109						
72	70	418	418	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	1110						
72	70	419	419	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	1111						
72	70	839/2	839/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	1112						
72	70	841/2	841/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	1113						
72	70	415	415	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	1114						
72	70	831/2	831/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1115						
72	70	416	416	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1116						
72	70	833/2	833/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1117						
72	70	417	417	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1118						
72	70	835/2	835/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1119						
72	70	418	418	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	1120						
72	70	837/2	837/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	1121						
72	70	419	419	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	1122						
72	70	839/2	839/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	1123						
72	70	420	420	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	1124						
72	70	841/2	841/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	1125						
73	71	421	421	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	1126						
73	71	422	422	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	1127						
73	71	845/2	845/2	3.0	3/8	3/8	Chord	12/8	1	1	3/4		1/2	3/2	1128						
73	71	851/2	851/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8		1/4	3/2	1129						
73	71	421	421	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	1130						
73	71	843/2	843/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1131						
73	71	422	422	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1132						
73	71	845/2	845/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1133						
73	71	423	423	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1134						
73	71	847/2	847/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1135						
73	71	424	424	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	1136						
73	71	849/2	849/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	1137						
73	71	425	425	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	1138						
73	71	851/2	851/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	1139						
73	71	426	426	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	1140						
73	71	853/2	853/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	1141						
74	72	427	427	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	1142						
74	72	428	428	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	1143						
74	72	857/2	857/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8		1/4	3/2	1144						
74	72	430	430	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	1145						
74	72	431	431	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	1146						
74	72	863/2	863/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	1147						
74	72	865/2	865/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	1148						
74	72	427	427	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	1149						
74	72	855/2	855/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1150						
74	72	428	428	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1151						
74	72	857/2	857/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1152						
74	72	429	429	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1153						
74	72	859/2	859/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1154						
74	72	430	430	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	1155						
74	72	861/2	861/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	1156						
74	72	431	431	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	1157						
74	72	863/2	863/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	1158						
74	72	432	432	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	1159						
74	72	865/2	865/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	1160						
75	73	433	433	3.0	0	0	Chord	12/8	1	1	3/4		1/2	3/2	1161						
75	73	436	436	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	1162					14	
75	73	873/2	873/2	1.0	7/8	7/8	Chord	12/8	1	1	1/4		1/4	1	1163						
75	73	875/2	875/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	1164						
75	73	438	438	1.0	5/4	5/4	Chord	12/8	1	1	1/4		1/4	1	1165						
75	73	433	433	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	1166						
75	73	867/2	867/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1167						
75	73	434	434	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1168						
75	73	869/2	869/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1169						
75	73	435	435	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1170						
75	73	871/2	871/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1171						
75	73	436	436	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	1172						
75	73	873/2	873/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	1173						
75	73	437	437	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	1174						
75	73	875/2	875/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	1175						
75	73	438	438	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	1176						
75	73	877/2	877/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	1177						
76	74	439	439	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	1178						
76	74	879/2	879/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	1179						
76	74	440	440	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	1180						
76	74	881/2	881/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	1181						
76	74	441	441	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	1182						
76	74	883/2	883/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	1183						
76	74	442	442	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	1184						
76	74	885/2	885/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	1185						
