mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur
19	19	227/3	227/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	284						
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	285						
20	20	77	77	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	286						
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	287						
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	288						
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	289						
20	20	78	78	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	290						
20	20	76	76	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	291						
20	20	229/3	229/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	292						
20	20	230/3	230/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	293						
20	20	77	77	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	294						
20	20	232/3	232/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	295						
20	20	233/3	233/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	296						
20	20	78	78	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	297						
20	20	235/3	235/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	298						
20	20	236/3	236/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	299						
20	20	79	79	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	300						
20	20	238/3	238/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	301						
20	20	239/3	239/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	302						
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	303						
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	304						
21	21	83	83	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	305						
21	21	250/3	250/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	306						
21	21	251/3	251/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	307						
21	21	81	81	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	308						
21	21	244/3	244/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	309						
21	21	245/3	245/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	310						
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	311						
21	21	80	80	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	312						
21	21	241/3	241/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	313						
21	21	242/3	242/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	314						
21	21	81	81	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	315						
21	21	244/3	244/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	316						
21	21	245/3	245/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	317						
21	21	82	82	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	318						
21	21	247/3	247/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	319						
21	21	248/3	248/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	320						
21	21	83	83	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	321						
21	21	250/3	250/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	322						
21	21	251/3	251/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	323						
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	324						
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	325						
22	22	87	87	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	326						
22	22	262/3	262/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	327						
22	22	263/3	263/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	328						
22	22	85	85	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	329						
22	22	256/3	256/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	330						
22	22	257/3	257/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	331						
22	22	84	84	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	332						
22	22	253/3	253/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	333						
22	22	254/3	254/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	334						
22	22	85	85	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	335						
22	22	256/3	256/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	336						
22	22	257/3	257/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	337						
22	22	86	86	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	338						
22	22	259/3	259/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	339						
22	22	260/3	260/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	340						
22	22	87	87	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	341						
22	22	262/3	262/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	342						
22	22	263/3	263/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	343						
23	23	88	88	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	344						
23	23	265/3	265/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	345						
23	23	266/3	266/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	346						
23	23	89	89	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	347						
23	23	268/3	268/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	348						
23	23	269/3	269/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	349						
23	23	90	90	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	350						
23	23	271/3	271/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	351						
23	23	272/3	272/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	352						
23	23	91	91	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	353						
23	23	274/3	274/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	354						
23	23	275/3	275/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	355						
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	356						
23	23	89	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	357						
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	358						
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	359						
24	24	92	92	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	360						
24	24	277/3	277/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	361						
24	24	278/3	278/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	362						
24	24	93	93	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	363						
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	364						
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	365						
24	24	92	92	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	366						
24	24	277/3	277/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	367						
24	24	278/3	278/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	368						
24	24	93	93	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	369						
24	24	280/3	280/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	370						
24	24	281/3	281/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	371						
24	24	94	94	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	372						
24	24	283/3	283/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	373						
24	24	284/3	284/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	374						
24	24	95	95	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	375						
24	24	286/3	286/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	376						
24	24	287/3	287/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	377						
25	25	96	96	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	378						
25	25	97	97	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	379						
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	380						
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	381						
25	25	96	96	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	382						
25	25	97	97	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	383						
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	384						
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	385						
25	25	96	96	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	386						
25	25	289/3	289/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	387						
25	25	290/3	290/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	388						
25	25	97	97	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	389						
25	25	292/3	292/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	390						
25	25	293/3	293/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	391						
25	25	98	98	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	392						
25	25	295/3	295/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	393						
25	25	296/3	296/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	394						
25	25	99	99	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	395						
25	25	298/3	298/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	396						
25	25	299/3	299/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	397						
26	26	100	100	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	398						
26	26	301/3	301/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	399						
26	26	302/3	302/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	400						
26	26	101	101	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	401						
26	26	103	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	402						
26	26	100	100	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	403						
26	26	103	103	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	404						
26	26	100	100	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	405						
26	26	301/3	301/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	406						
26	26	302/3	302/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	407						
26	26	101	101	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	408						
26	26	304/3	304/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	409						
26	26	305/3	305/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	410						
26	26	102	102	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	411						
26	26	307/3	307/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	412						
26	26	308/3	308/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	413						
26	26	103	103	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	414						
26	26	310/3	310/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	415						
26	26	311/3	311/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	416						
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	417						
27	27	105	105	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	418						
27	27	106	106	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	419						
27	27	107	107	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	420						
27	27	104	104	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	421						
27	27	105	105	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	422						
27	27	106	106	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	423						
27	27	107	107	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	424						
27	27	104	104	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	425						
27	27	313/3	313/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	426						
27	27	314/3	314/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	427						
27	27	105	105	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	428						
27	27	316/3	316/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	429						
27	27	317/3	317/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	430						
27	27	106	106	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	431						
27	27	319/3	319/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	432						
27	27	320/3	320/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	433						
27	27	107	107	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	434						
27	27	322/3	322/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	435						
27	27	323/3	323/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	436						
28	28	108	108	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	437						
28	28	325/3	325/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	438						
28	28	326/3	326/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	439						
28	28	109	109	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	440						
28	28	328/3	328/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	441						
28	28	329/3	329/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	442						
28	28	110	110	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	443						
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	444						
28	28	110	110	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	445						
28	28	331/3	331/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	446						
28	28	332/3	332/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	447						
28	28	111	111	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	448						
28	28	334/3	334/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	449						
28	28	335/3	335/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	450						
29	29	112	112	0.0	0	0	Dynamic	4/4	1	1	0					p					
29	29	112	112	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	451		ornamentTrill				
29	29	227/2	227/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	452						
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	453						
29	29	114	114	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	454						
29	29	115	115	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	455						
29	29	112	112	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	456						
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	457						
29	29	113	113	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	458						
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	459						
29	29	114	114	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	460						
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	461						
29	29	115	115	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	462						
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	463						
30	30	116	116	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	464		ornamentTrill				
30	30	117	117	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	465						
30	30	469/4	469/4	0.75	5/16	5/16	Chord	4/4	1	1	3/16		1/8	3/2	466						
30	30	118	118	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	467						
30	30	116	116	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	468						
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	469						
30	30	117	117	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	470						
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	471						
30	30	118	118	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	472						
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	473						
30	30	119	119	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	474						
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	475						
31	31	120	120	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	476						
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	477						
31	31	122	122	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	478						
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	479						
31	31	123	123	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	480						
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	481						
31	31	120	120	1.5	0	0	Chord	4/4	1	2	3/8		1/4	3/2	482						
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	483						
31	31	122	122	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	484						
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	485						
31	31	123	123	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	486						
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	487						
31	31	120	120	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	488						
31	31	121	121	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	489						
31	31	123	123	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	490						
32	32	124	124	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	491						
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	492						
32	32	126	126	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	493						
32	32	124	124	1.5	0	0	Chord	4/4	1	2	3/8		1/4	3/2	494						
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	495						
32	32	126	126	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	496						
32	32	124	124	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	497						
32	32	126	126	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	498						
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	499						
32	32	127	127	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	500						
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	501						
33	33	128	128	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	502		ornamentTrill				
33	33	259/2	259/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	503						
33	33	519/4	519/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	504						
33	33	130	130	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	505						
33	33	131	131	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	506						
33	33	128	128	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	507						
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	508						
33	33	129	129	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	509						
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	510						
33	33	130	130	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	511						
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	512						
33	33	131	131	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	513						
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	514						
34	34	132	132	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	515		ornamentTrill				
34	34	133	133	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	516						
34	34	533/4	533/4	0.75	5/16	5/16	Chord	4/4	1	1	3/16		1/8	3/2	517						
34	34	134	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	518						
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	519						
34	34	132	132	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	520						
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	521						
34	34	133	133	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	522						
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	523						
34	34	134	134	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	524						
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	525						
34	34	135	135	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	526						
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	527						
35	35	136	136	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	528						
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	529						
35	35	137	137	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	530						
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	531						
35	35	138	138	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	532						
35	35	138	138	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	533						
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	534						
35	35	139	139	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	535						
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	536						
35	35	136	136	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	537						
35	35	137	137	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	538						
35	35	138	138	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	539						
35	35	139	139	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	540						
35	35	136	136	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	541						
36	36	140	140	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	542						
36	36	141	141	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f					
36	36	141	141	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	543						
36	36	565/4	565/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	544						
36	36	283/2	283/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	545						
36	36	567/4	567/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	546						
36	36	142	142	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	547						
36	36	569/4	569/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	548						
36	36	285/2	285/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	549						
36	36	571/4	571/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	550						
36	36	143	143	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	551						
36	36	573/4	573/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	552						
36	36	287/2	287/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	553						
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	554						
36	36	140	140	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	555						
37	37	144	144	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	556						
37	37	577/4	577/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	557						
37	37	289/2	289/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	558						
37	37	579/4	579/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	559						
37	37	145	145	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	560						
