mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur
58	58	686/3	686/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	836						
58	58	688/3	688/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	837						
58	58	689/3	689/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	838						
58	58	691/3	691/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	839						
58	58	692/3	692/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	840						
58	58	694/3	694/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	841						
58	58	695/3	695/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	842						
58	58	228	228	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	843						
58	58	229	229	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	844						
58	58	230	230	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	845						
58	58	231	231	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	846						
59	59	697/3	697/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	847						
59	59	698/3	698/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	848						
59	59	700/3	700/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	849						
59	59	701/3	701/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	850						
59	59	703/3	703/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	851						
59	59	704/3	704/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	852						
59	59	706/3	706/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	853						
59	59	707/3	707/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	854						
59	59	232	232	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	855						
59	59	233	233	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	856						
59	59	234	234	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	857						
59	59	235	235	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	858						
60	60	236	236	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	859						
60	60	239	239	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	860						
60	60	239	239	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	861						
60	60	236	236	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	862						
60	60	709/3	709/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	863						
60	60	710/3	710/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	864						
60	60	237	237	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	865						
60	60	712/3	712/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	866						
60	60	713/3	713/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	867						
60	60	238	238	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	868						
60	60	715/3	715/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	869						
60	60	716/3	716/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	870						
60	60	239	239	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	871						
60	60	718/3	718/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	872						
60	60	719/3	719/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	873						
61	61	240	240	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	874						
61	61	241	241	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	875						
61	61	242	242	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	876						
61	61	243	243	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	877						
61	61	240	240	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	878						
61	61	241	241	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	879						
61	61	242	242	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	880						
61	61	243	243	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	881						
61	61	240	240	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	882						
61	61	721/3	721/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	883						
61	61	722/3	722/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	884						
61	61	241	241	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	885						
61	61	724/3	724/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	886						
61	61	725/3	725/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	887						
61	61	242	242	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	888						
61	61	727/3	727/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	889						
61	61	728/3	728/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	890						
61	61	243	243	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	891						
61	61	730/3	730/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	892						
61	61	731/3	731/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	893						
62	62	244	244	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	894						
62	62	733/3	733/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	895						
62	62	734/3	734/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	896						
62	62	245	245	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	897						
62	62	247	247	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	898						
62	62	244	244	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	899						
62	62	247	247	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	900						
62	62	244	244	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	901						
62	62	733/3	733/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	902						
62	62	734/3	734/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	903						
62	62	245	245	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	904						
62	62	736/3	736/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	905						
62	62	737/3	737/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	906						
62	62	246	246	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	907						
62	62	739/3	739/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	908						
62	62	740/3	740/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	909						
62	62	247	247	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	910						
62	62	742/3	742/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	911						
62	62	743/3	743/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	912						
63	63	248	248	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	913						
63	63	249	249	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	914						
63	63	250	250	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	915						
63	63	251	251	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	916						
63	63	248	248	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	917						
63	63	249	249	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	918						
63	63	250	250	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	919						
63	63	251	251	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	920						
63	63	248	248	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	921						
63	63	745/3	745/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	922						
63	63	746/3	746/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	923						
63	63	249	249	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	924						
63	63	748/3	748/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	925						
63	63	749/3	749/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	926						
63	63	250	250	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	927						
63	63	751/3	751/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	928						
63	63	752/3	752/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	929						
63	63	251	251	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	930						
63	63	754/3	754/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	931						
63	63	755/3	755/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	932						
64	64	252	252	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	933						
64	64	253	253	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	934						
64	64	252	252	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	935						
64	64	507/2	507/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	936						
64	64	254	254	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	937						
64	64	509/2	509/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	938						
64	64	255	255	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	939						
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	940						
65	65	256	256	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	941						
65	65	257	257	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	942						
65	65	1029/4	1029/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	943						
65	65	515/2	515/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	944						
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	945						
65	65	258	258	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	946						
65	65	259	259	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	947						
65	65	1037/4	1037/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	948						
65	65	519/2	519/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	949						
65	65	1039/4	1039/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	950						
65	65	256	256	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	951						
65	65	258	258	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	952						
65	65	256	256	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	953						
65	65	258	258	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	954						
66	66	260	260	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	955						
66	66	1041/4	1041/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	956						
66	66	521/2	521/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	957						
66	66	1043/4	1043/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	958						
66	66	261	261	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	959						
66	66	1045/4	1045/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	960						
66	66	523/2	523/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	961						
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	962						
66	66	262	262	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	963						
66	66	1049/4	1049/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	964						
66	66	525/2	525/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	965						
66	66	1051/4	1051/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	966						
66	66	263	263	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	967						
66	66	1053/4	1053/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	968						
66	66	527/2	527/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	969						
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	970						
66	66	260	260	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	971						
66	66	260	260	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	972						
67	67	264	264	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	973						
67	67	265	265	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	974						
67	67	1061/4	1061/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	975						
67	67	531/2	531/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	976						
67	67	1063/4	1063/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	977						
67	67	266	266	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	978						
67	67	267	267	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	979						
67	67	1069/4	1069/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	980						
67	67	535/2	535/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	981						
67	67	1071/4	1071/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	982						
67	67	264	264	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	983						
67	67	266	266	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	984						
67	67	264	264	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	985						
67	67	266	266	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	986						
68	68	268	268	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	987						
68	68	1073/4	1073/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	988						
68	68	537/2	537/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	989						
68	68	1075/4	1075/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	990						
68	68	269	269	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	991						
68	68	1077/4	1077/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	992						
68	68	539/2	539/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	993						
68	68	1079/4	1079/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	994						
68	68	270	270	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	995						
68	68	1081/4	1081/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	996						
68	68	541/2	541/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	997						
68	68	1083/4	1083/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	998						
68	68	271	271	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	999						
68	68	1085/4	1085/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1000						
68	68	543/2	543/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1001						
68	68	1087/4	1087/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1002						
68	68	268	268	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1003						
68	68	268	268	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1004						
69	69	272	272	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1005						
69	69	273	273	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1006						
69	69	1093/4	1093/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1007						
69	69	547/2	547/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1008						
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1009						
69	69	274	274	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1010						
69	69	275	275	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1011						
69	69	1101/4	1101/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1012						
69	69	551/2	551/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1013						
69	69	1103/4	1103/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1014						
69	69	272	272	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1015						
69	69	272	272	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1016						
69	69	274	274	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1017						
69	69	272	272	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1018						
69	69	274	274	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1019						
70	70	276	276	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1020						
70	70	1105/4	1105/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1021						
70	70	553/2	553/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1022						
70	70	1107/4	1107/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1023						
70	70	277	277	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1024						
70	70	1109/4	1109/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1025						
70	70	555/2	555/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1026						
70	70	1111/4	1111/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1027						
70	70	278	278	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1028						
70	70	1113/4	1113/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1029						
70	70	557/2	557/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1030						
70	70	1115/4	1115/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1031						
70	70	279	279	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1032						
70	70	1117/4	1117/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1033						
70	70	559/2	559/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1034						
70	70	1119/4	1119/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1035						
70	70	276	276	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1036						
70	70	279	279	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1037						
70	70	276	276	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1038						
71	71	280	280	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1039						
71	71	1123/4	1123/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1040						
71	71	281	281	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1041						
71	71	1127/4	1127/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1042						
71	71	282	282	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1043		ornamentTrill				
71	71	280	280	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1044						
71	71	281	281	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1045						
71	71	282	282	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1046						
71	71	283	283	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1047						
71	71	281	281	2.0	1/4	1/4	Chord	4/4	2	2	1/2		1/2	1	1048						
71	71	283	283	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1049						
72	72	284	284	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1050						
72	72	573/2	573/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					p					
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1051						
72	72	287	287	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1052						
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1053						
72	72	284	284	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1054						
72	72	569/2	569/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1055						
72	72	285	285	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1056						
72	72	571/2	571/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1057						
72	72	286	286	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1058						
73	73	288	288	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1059						
73	73	290	290	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1060						7
73	73	581/2	581/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1061						7
73	73	291	291	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1062						7
73	73	583/2	583/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1063						
73	73	288	288	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1064						
73	73	289	289	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1065						
73	73	290	290	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1066						
73	73	291	291	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1067						
73	73	289	289	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1068						
73	73	290	290	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1069						
73	73	291	291	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1070						
74	74	292	292	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1071						8
74	74	293	293	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1072						
74	74	589/2	589/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1073						
74	74	295	295	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1074						
74	74	591/2	591/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1075						
74	74	293	293	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1076						
74	74	294	294	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1077						
75	75	296	296	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1078						
75	75	298	298	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1079						
75	75	597/2	597/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1080						
75	75	299	299	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1081						
75	75	599/2	599/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1082						
75	75	297	297	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1083						
75	75	298	298	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1084						
75	75	299	299	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1085						
75	75	297	297	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1086						
75	75	298	298	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1087						
75	75	299	299	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1088						
76	76	300	300	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1089						9
76	76	301	301	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1090						
76	76	605/2	605/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					f					
76	76	605/2	605/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1091						
76	76	303	303	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1092						
76	76	607/2	607/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1093						
76	76	301	301	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1094						
76	76	302	302	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1095						
77	77	304	304	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	1096						
77	77	304	304	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1097		ornamentTrill				
77	77	306	306	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1098						
77	77	613/2	613/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1099						
77	77	307	307	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1100						
77	77	615/2	615/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1101						
77	77	304	304	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1102						
77	77	305	305	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1103						
77	77	306	306	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1104						
77	77	307	307	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1105						
77	77	304	304	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1106						
77	77	305	305	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1107						
77	77	306	306	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1108						
77	77	307	307	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1109						
78	78	308	308	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	1110						
78	78	308	308	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1111		ornamentTrill				
78	78	310	310	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1112						
78	78	621/2	621/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1113						
78	78	311	311	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1114						
78	78	623/2	623/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1115						
78	78	308	308	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1116						
78	78	309	309	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1117						
78	78	310	310	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1118						
78	78	308	308	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1119						
