mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible
77	75	599/4	599/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	699						
77	75	150	150	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	700						
77	75	601/4	601/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	701						
77	75	301/2	301/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	702						
77	75	603/4	603/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	703						
77	75	149	149	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	704						
77	75	299/2	299/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	705						
77	75	150	150	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	706						
77	75	301/2	301/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	707						
78	76	605/4	605/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	708		ornamentTurn				
78	76	303/2	303/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	709						
78	76	609/4	609/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	710						
78	76	611/4	611/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	711						
78	76	151	151	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	712						
78	76	152	152	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	713						
78	76	305/2	305/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	714						
79	77	613/4	613/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	715						
79	77	615/4	615/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	716						
79	77	617/4	617/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	717						
79	77	309/2	309/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	718						
79	77	619/4	619/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	719						
79	77	153	153	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	720						
79	77	307/2	307/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	721						
79	77	154	154	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	722						
79	77	309/2	309/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	723						
80	78	155	155	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	724						
80	78	155	155	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	725						
80	78	311/2	311/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	726						
80	78	623/4	623/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	727						
80	78	156	156	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	728						
80	78	156	156	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	729						
80	78	313/2	313/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	730						
80	78	627/4	627/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	731						
80	78	155	155	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	732						
80	78	311/2	311/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	733						
80	78	156	156	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	734						
80	78	313/2	313/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	735						
81	79	157	157	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	736						
81	79	629/4	629/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	737						
81	79	315/2	315/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0						f					
81	79	315/2	315/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	738						
81	79	158	158	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	739						
81	79	633/4	633/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	740						
81	79	317/2	317/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	741						
81	79	635/4	635/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	742						
81	79	157	157	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	743						
81	79	158	158	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	744						
82	80	159	159	0.375	0	0	Chord	2/4	1	1	3/32			1/16	3/2	745		ornamentTurn				
82	80	1275/8	1275/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	746						
82	80	319/2	319/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	747						
82	80	1279/8	1279/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	748						
82	80	160	160	0.375	1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	749		ornamentTurn				
82	80	1283/8	1283/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	750						
82	80	321/2	321/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	751						
82	80	1287/8	1287/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	752						
82	80	159	159	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	753						
83	81	161	161	0.375	0	0	Chord	2/4	1	1	3/32			1/16	3/2	754		ornamentTurn				
83	81	1291/8	1291/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	755						
83	81	323/2	323/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	756						
83	81	1295/8	1295/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	757						
83	81	162	162	0.375	1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	758		ornamentTurn				
83	81	1299/8	1299/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	759						
83	81	325/2	325/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	760						
83	81	1303/8	1303/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	761						
84	82	163	163	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	762						
84	82	653/4	653/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	763						
84	82	327/2	327/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16		1/16	1	764						
84	82	327/2	327/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	765						
84	82	655/4	655/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	766						
84	82	1311/8	1311/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	767						
84	82	164	164	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	768						
84	82	329/2	329/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	769						
84	82	163	163	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	770						
84	82	327/2	327/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	771						
84	82	164	164	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	772						
84	82	329/2	329/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	773						
85	83	165	165	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	774						
85	83	333/2	333/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	775						
85	83	165	165	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	776						
85	83	661/4	661/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	777						
85	83	331/2	331/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	778						
85	83	663/4	663/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	779						
85	83	166	166	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	780						
85	83	665/4	665/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	781						
85	83	333/2	333/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	782						
85	83	667/4	667/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	783						
86	84	167	167	0.0	0	0	Dynamic	2/4	1	1	0						p					
86	84	167	167	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	784		ornamentTurn				
86	84	168	168	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	785						
86	84	673/4	673/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	786						
86	84	337/2	337/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	787						
86	84	675/4	675/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	788						
86	84	167	167	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	789						
86	84	335/2	335/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	790						
86	84	168	168	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	791						
86	84	337/2	337/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	792						
87	85	169	169	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	793						
87	85	677/4	677/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	794						
87	85	339/2	339/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	795						
87	85	679/4	679/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	796						
87	85	170	170	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	797						
87	85	681/4	681/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	798						
87	85	341/2	341/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	799						
87	85	683/4	683/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	800						
87	85	169	169	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	801						
88	86	171	171	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	802						
88	86	172	172	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	803						
88	86	689/4	689/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	804						
88	86	345/2	345/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	805						
88	86	691/4	691/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	806						
88	86	171	171	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	807						
88	86	343/2	343/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	808						
88	86	172	172	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	809						
88	86	345/2	345/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	810						
89	87	173	173	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	811						
89	87	693/4	693/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	812						
89	87	347/2	347/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	813						
89	87	695/4	695/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	814						
89	87	174	174	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	815						
89	87	697/4	697/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	816						
89	87	349/2	349/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	817						
89	87	699/4	699/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	818						
89	87	173	173	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	819						
90	88	175	175	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	820						
90	88	701/4	701/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	821						
90	88	351/2	351/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	822						
90	88	703/4	703/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	823						
90	88	176	176	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	824						
90	88	705/4	705/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	825						
90	88	353/2	353/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	826						
90	88	707/4	707/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	827						
90	88	175	175	0.0	0	0	Dynamic	2/4	2	1	0						f					
90	88	175	175	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	828						
90	88	351/2	351/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	829						
90	88	176	176	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	830						
90	88	353/2	353/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	831						
91	89	177	177	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	832						
91	89	709/4	709/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	833						
91	89	355/2	355/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	834						
91	89	711/4	711/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	835						
91	89	178	178	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	836						
91	89	713/4	713/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	837						
91	89	357/2	357/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	838						
91	89	715/4	715/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	839						
91	89	177	177	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	840						
91	89	355/2	355/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	841						
91	89	178	178	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	842						
91	89	357/2	357/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	843						
92	90	179	179	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	844						
92	90	179	179	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	845						
92	90	359/2	359/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	846						
92	90	719/4	719/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	847						
92	90	180	180	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	848						
92	90	180	180	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	849						
92	90	361/2	361/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	850						
92	90	723/4	723/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	851						
92	90	179	179	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	852						
92	90	359/2	359/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	853						
92	90	180	180	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	854						
92	90	361/2	361/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	855						
93	91	181	181	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	856						
93	91	725/4	725/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	857						
93	91	363/2	363/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	858						
93	91	727/4	727/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	859						
93	91	182	182	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	860						
93	91	729/4	729/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	861						
93	91	365/2	365/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	862						
93	91	731/4	731/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	863						
93	91	181	181	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	864						
93	91	363/2	363/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	865						
93	91	182	182	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	866						
93	91	365/2	365/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	867						
94	92	183	183	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	868						
94	92	733/4	733/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	869						
94	92	367/2	367/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	870						
94	92	735/4	735/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	871						
94	92	184	184	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	872						
94	92	737/4	737/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	873						
94	92	369/2	369/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	874						
94	92	739/4	739/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	875						
94	92	183	183	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	876						
94	92	367/2	367/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	877						
94	92	184	184	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	878						
94	92	369/2	369/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	879						
95	93	185	185	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	880						
95	93	185	185	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	881						
95	93	371/2	371/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	882						
95	93	743/4	743/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	883						
95	93	186	186	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	884						
95	93	1117/6	1117/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	885						
95	93	559/3	559/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	886						
95	93	373/2	373/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	887						
95	93	560/3	560/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	888						
95	93	1121/6	1121/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	889						
95	93	185	185	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	890						
95	93	371/2	371/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	891						
95	93	186	186	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	892						
95	93	373/2	373/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	893						
96	94	187	187	0.0	0	0	Chord	2/4	1	1	0	appoggiatura		1/8	1	894						
96	94	187	187	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	895						
96	94	749/4	749/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	896						
96	94	375/2	375/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	897						
96	94	751/4	751/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	898						
96	94	188	188	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	899						
96	94	753/4	753/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	900						
96	94	377/2	377/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	901						
96	94	755/4	755/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	902						
97	95	379/2	379/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	903						
97	95	759/4	759/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	904						
97	95	190	190	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	905						
97	95	761/4	761/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	906						
97	95	381/2	381/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	907						
97	95	763/4	763/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	908						
97	95	189	189	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	909						
98	96	191	191	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	910						
98	96	765/4	765/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	911						
98	96	383/2	383/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	912						
98	96	767/4	767/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	913						
98	96	192	192	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	914						
98	96	769/4	769/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	915						
98	96	385/2	385/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	916						
98	96	771/4	771/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	917						
99	97	387/2	387/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	918						
99	97	775/4	775/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	919						
99	97	194	194	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	920						
99	97	777/4	777/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	921						
99	97	389/2	389/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	922						
99	97	779/4	779/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	923						
99	97	193	193	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	924						
100	98	195	195	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	925						
100	98	781/4	781/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	926						
100	98	391/2	391/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	927						
100	98	783/4	783/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	928						
100	98	196	196	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	929						
100	98	785/4	785/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	930						
100	98	393/2	393/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	931						
100	98	787/4	787/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	932						
101	99	395/2	395/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	933						
101	99	791/4	791/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	934						
101	99	198	198	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	935						
101	99	793/4	793/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	936						
101	99	397/2	397/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	937						
101	99	795/4	795/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	938						
101	99	197	197	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	939						
102	100	199	199	0.0	0	0	Dynamic	2/4	1	1	0						p					
102	100	199	199	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	940						
102	100	199	199	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	941						
102	100	399/2	399/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	942						
102	100	401/2	401/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	943						
102	100	1605/8	1605/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	944						
102	100	803/4	803/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	945						
102	100	1607/8	1607/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	946						
102	100	199	199	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	947						
102	100	797/4	797/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	948						
102	100	399/2	399/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	949						
102	100	799/4	799/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	950						
102	100	200	200	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	951						
102	100	801/4	801/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	952						
102	100	401/2	401/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	953						
102	100	803/4	803/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	954						
103	101	201	201	0.0	0	0	Dynamic	2/4	1	1	0						f					
103	101	201	201	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	955						
103	101	403/2	403/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8			1/4	3/2	956						
103	101	201	201	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	957						
103	101	805/4	805/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	958						
103	101	403/2	403/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	959						
103	101	807/4	807/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	960						
103	101	202	202	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	961						
103	101	809/4	809/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	962						
103	101	405/2	405/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	963						
103	101	811/4	811/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	964						
104	102	203	203	0.0	0	0	Dynamic	2/4	1	1	0						p					
104	102	203	203	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	965						
104	102	407/2	407/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	966						
104	102	409/2	409/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	967						
104	102	203	203	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	968						
104	102	813/4	813/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	969						
104	102	407/2	407/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	970						
104	102	815/4	815/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	971						
104	102	204	204	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	972						
104	102	817/4	817/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	973						
104	102	409/2	409/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	974						
104	102	819/4	819/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	975						
105	103	205	205	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	976						
105	103	205	205	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	977						
105	103	821/4	821/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	978						
105	103	411/2	411/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16		1/16	1	979						
105	103	411/2	411/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	980						
105	103	823/4	823/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	981						
105	103	206	206	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	982						
105	103	206	206	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	983						
105	103	825/4	825/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	984						
105	103	413/2	413/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16		1/16	1	985						
