mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	tempo_visible	slur
103	103	821/2	821/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1727						
103	103	1643/4	1643/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1728						
103	103	411	411	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1729						
103	103	1645/4	1645/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1730						
103	103	823/2	823/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1731						
103	103	1647/4	1647/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1732						
103	103	408	408	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1733						
103	103	817/2	817/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1734						
103	103	409	409	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1735						
103	103	819/2	819/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1736						
103	103	410	410	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	1737						
104	104	412	412	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1738						
104	104	413	413	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1739						
104	104	829/2	829/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1740						
104	104	1659/4	1659/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1741						
104	104	415	415	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1742						
104	104	1661/4	1661/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1743						
104	104	831/2	831/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1744						
104	104	1663/4	1663/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1745						
104	104	412	412	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1746						
104	104	825/2	825/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1747						
104	104	413	413	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1748						
104	104	827/2	827/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1749						
104	104	414	414	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	1750						
105	105	416	416	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1751						
105	105	833/2	833/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1752						
105	105	417	417	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16		1/16	1	1753						
105	105	417	417	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1754						
105	105	835/2	835/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1755						
105	105	1671/4	1671/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1756						
105	105	418	418	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16		1/16	1	1757						
105	105	418	418	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1758						
105	105	837/2	837/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1759						
105	105	419	419	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	1760						
105	105	419	419	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1761						
105	105	839/2	839/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1762						
105	105	416	416	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1763						
105	105	417	417	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1764						
105	105	418	418	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1765						
105	105	419	419	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1766						
106	106	420	420	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1767						2
106	106	422	422	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1768						
106	106	841/2	841/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1769						
106	106	421	421	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1770						
106	106	843/2	843/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1771						
106	106	422	422	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1772						
106	106	845/2	845/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1773						
106	106	423	423	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1774						
106	106	847/2	847/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1775						
107	107	424	424	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1776	ornamentTurn					
107	107	1699/4	1699/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1777						
107	107	425	425	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1778						
107	107	853/2	853/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1779						
107	107	1707/4	1707/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1780						
107	107	427	427	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1781						
107	107	1709/4	1709/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1782						
107	107	855/2	855/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1783						
107	107	1711/4	1711/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1784						
107	107	424	424	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1785						
107	107	1697/4	1697/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1786						
107	107	849/2	849/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1787						
107	107	1699/4	1699/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1788						
107	107	425	425	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1789						
107	107	1701/4	1701/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1790						
107	107	851/2	851/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1791						
107	107	1703/4	1703/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1792						
107	107	426	426	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1793						
107	107	1705/4	1705/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1794						
107	107	853/2	853/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1795						
107	107	1707/4	1707/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1796						
107	107	427	427	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1797						
107	107	1709/4	1709/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1798						
107	107	855/2	855/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1799						
107	107	1711/4	1711/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1800						
108	108	428	428	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1801						3
108	108	429	429	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1802						
108	108	861/2	861/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1803						
108	108	1723/4	1723/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1804						
108	108	431	431	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1805						
108	108	1725/4	1725/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1806						
108	108	863/2	863/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1807						
108	108	1727/4	1727/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1808						
108	108	428	428	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1809						
108	108	1713/4	1713/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1810						
108	108	857/2	857/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1811						
108	108	1715/4	1715/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1812						
108	108	429	429	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1813						
108	108	1717/4	1717/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1814						
108	108	859/2	859/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1815						
108	108	1719/4	1719/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1816						
108	108	430	430	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1817						
108	108	1721/4	1721/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1818						
108	108	861/2	861/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1819						
108	108	1723/4	1723/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1820						
108	108	431	431	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1821						
108	108	1725/4	1725/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1822						
108	108	863/2	863/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1823						
108	108	1727/4	1727/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1824						
109	109	432	432	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1825						
109	109	865/2	865/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1826						
109	109	433	433	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16		1/16	1	1827						
109	109	433	433	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1828						
109	109	867/2	867/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1829						
109	109	1735/4	1735/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1830						
109	109	434	434	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1831						
109	109	435	435	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1832	ornamentTrill					
109	109	432	432	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1833						
109	109	1729/4	1729/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1834						
109	109	865/2	865/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1835						
109	109	1731/4	1731/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1836						
109	109	433	433	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1837						
109	109	1733/4	1733/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1838						
109	109	867/2	867/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1839						
109	109	1735/4	1735/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1840						
109	109	434	434	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1841						
109	109	1737/4	1737/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1842						
109	109	869/2	869/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1843						
109	109	1739/4	1739/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1844						
109	109	435	435	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1845						
109	109	1741/4	1741/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1846						
109	109	871/2	871/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1847						
109	109	1743/4	1743/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1848						
110	110	436	436	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1849						
110	110	1745/4	1745/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1850						
110	110	873/2	873/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1851						
110	110	1747/4	1747/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1852						
110	110	437	437	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1853						
110	110	1749/4	1749/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1854						
110	110	875/2	875/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1855						
110	110	1751/4	1751/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1856						
110	110	438	438	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1857						
110	110	1753/4	1753/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1858						
110	110	877/2	877/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1859						
110	110	1755/4	1755/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1860						
110	110	439	439	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1861						
110	110	1757/4	1757/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1862						
110	110	879/2	879/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1863						
110	110	1759/4	1759/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1864						
110	110	436	436	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1865						
110	110	875/2	875/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1866						
110	110	1751/4	1751/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1867						
110	110	438	438	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1868						
110	110	879/2	879/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1869						
110	110	1759/4	1759/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1870						
111	111	440	440	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1871						
111	111	1761/4	1761/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1872						
111	111	881/2	881/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1873						
111	111	1763/4	1763/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1874						
111	111	441	441	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1875						
111	111	1765/4	1765/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1876						
111	111	883/2	883/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1877						
111	111	1767/4	1767/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1878						
111	111	442	442	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1879						
111	111	1769/4	1769/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1880						
111	111	885/2	885/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1881						
111	111	1771/4	1771/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1882						
111	111	443	443	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1883						
111	111	1773/4	1773/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1884						
111	111	887/2	887/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1885						
111	111	1775/4	1775/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1886						
111	111	440	440	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1887						
111	111	883/2	883/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1888						
111	111	1767/4	1767/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1889						
111	111	442	442	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1890						
111	111	887/2	887/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1891						
111	111	1775/4	1775/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1892						
112	112	444	444	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1893						
112	112	1779/4	1779/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1894						
112	112	445	445	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	1895						
112	112	1783/4	1783/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1896						
112	112	446	446	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1897						
112	112	447	447	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1898	ornamentTrill					
112	112	444	444	0.75	0	0	Chord	4/4	2	1	3/16			1/8	3/2	1899						
112	112	1779/4	1779/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1900						
112	112	445	445	0.75	1/4	1/4	Chord	4/4	2	1	3/16			1/8	3/2	1901						
112	112	1783/4	1783/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1902						
112	112	446	446	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1903						
112	112	447	447	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1904						
113	113	448	448	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1905						
113	113	449	449	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1906						
113	113	450	450	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1907						
113	113	451	451	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1908						
113	113	1793/4	1793/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1909						
113	113	897/2	897/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1910						
113	113	1795/4	1795/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1911						
113	113	449	449	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1912						
113	113	1797/4	1797/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1913						
113	113	899/2	899/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1914						
113	113	1799/4	1799/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1915						
113	113	450	450	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1916						
113	113	1801/4	1801/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1917						
113	113	901/2	901/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1918						
113	113	1803/4	1803/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1919						
113	113	451	451	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1920						
113	113	1805/4	1805/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1921						
113	113	903/2	903/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1922						
113	113	1807/4	1807/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1923						
114	114	452	452	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1924						
114	114	453	453	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	1925						
114	114	1815/4	1815/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1926						
114	114	454	454	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1927						
114	114	452	452	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1928						
114	114	453	453	0.75	1/4	1/4	Chord	4/4	2	1	3/16			1/8	3/2	1929						
114	114	1815/4	1815/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1930						
114	114	454	454	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1931						
