mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur
99	9	294	294	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1118							
99	9	1179/4	1179/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1119							
99	9	2359/8	2359/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1120							
99	9	295	295	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1121							
99	9	591/2	591/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1122							
99	9	296	296	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1123							
99	9	593/2	593/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1124							
99	9	294	294	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1125							
99	9	1177/4	1177/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1126							
99	9	589/2	589/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1127							
99	9	1179/4	1179/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1128							
99	9	295	295	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1129							
99	9	1181/4	1181/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1130							
99	9	591/2	591/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1131							
99	9	1183/4	1183/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1132							
99	9	296	296	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1133							
99	9	1185/4	1185/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1134							
99	9	593/2	593/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1135							
99	9	1187/4	1187/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1136							
100	10	297	297	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1137							
100	10	597/2	597/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1138							
100	10	299	299	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1139		ornamentTrill					
100	10	1199/4	1199/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1140							
100	10	2399/8	2399/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1141							
100	10	297	297	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1142							
100	10	1189/4	1189/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1143							
100	10	595/2	595/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1144							
100	10	1191/4	1191/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1145							
100	10	298	298	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1146							
100	10	1193/4	1193/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1147							
100	10	597/2	597/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1148							
100	10	1195/4	1195/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1149							
100	10	299	299	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1150							
100	10	1197/4	1197/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1151							
100	10	599/2	599/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1152							
100	10	1199/4	1199/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1153							
101	11	300	300	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1154							
101	11	1203/4	1203/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1155							
101	11	2407/8	2407/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1156							
101	11	301	301	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1157							
101	11	603/2	603/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1158							
101	11	302	302	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1159							
101	11	605/2	605/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1160							
101	11	300	300	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1161							
101	11	1201/4	1201/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1162							
101	11	601/2	601/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1163							
101	11	1203/4	1203/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1164							
101	11	301	301	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1165							
101	11	1205/4	1205/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1166							
101	11	603/2	603/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1167							
101	11	1207/4	1207/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1168							
101	11	302	302	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1169							
101	11	1209/4	1209/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1170							
101	11	605/2	605/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1171							
101	11	1211/4	1211/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1172							
102	12	303	303	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1173							
102	12	609/2	609/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1174							
102	12	305	305	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1175		ornamentTrill					
102	12	1223/4	1223/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1176							
102	12	2447/8	2447/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1177							
102	12	303	303	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1178							
102	12	1213/4	1213/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1179							
102	12	607/2	607/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1180							
102	12	1215/4	1215/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1181							
102	12	304	304	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1182							
102	12	1217/4	1217/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1183							
102	12	609/2	609/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1184							
102	12	1219/4	1219/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1185							
102	12	305	305	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1186							
102	12	1221/4	1221/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1187							
102	12	611/2	611/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1188							
102	12	1223/4	1223/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1189							
103	13	306	306	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1190							
103	13	1227/4	1227/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1191							
103	13	2455/8	2455/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1192							
103	13	307	307	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1193							
103	13	306	306	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1194							
103	13	1225/4	1225/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1195							
103	13	613/2	613/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1196							
103	13	1227/4	1227/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1197							
103	13	307	307	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1198							
103	13	1229/4	1229/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1199							
103	13	615/2	615/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1200							
103	13	1231/4	1231/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1201							
103	13	308	308	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1202							
103	13	1233/4	1233/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1203							
103	13	617/2	617/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1204							
103	13	1235/4	1235/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1205							
104	14	309	309	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1206							
104	14	1239/4	1239/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1207							
104	14	310	310	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1208							
104	14	1243/4	1243/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1209							
104	14	311	311	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1210							
104	14	309	309	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1211							
104	14	1237/4	1237/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1212							
104	14	619/2	619/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1213							
104	14	1239/4	1239/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1214							
104	14	310	310	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1215							
104	14	1241/4	1241/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1216							
104	14	621/2	621/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1217							
104	14	1243/4	1243/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1218							
104	14	311	311	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1219							
104	14	1245/4	1245/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1220							
104	14	623/2	623/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1221							
104	14	1247/4	1247/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1222							
105	15	312	312	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1223							
105	15	1251/4	1251/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1224							
105	15	2503/8	2503/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1225							
105	15	313	313	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1226							
105	15	312	312	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1227							
105	15	1249/4	1249/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1228							
105	15	625/2	625/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1229							
105	15	1251/4	1251/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1230							
105	15	313	313	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1231							
105	15	1253/4	1253/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1232							
105	15	627/2	627/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1233							
105	15	1255/4	1255/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1234							
105	15	314	314	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1235							
105	15	1257/4	1257/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1236							
105	15	629/2	629/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1237							
105	15	1259/4	1259/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1238							
106	16	315	315	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1239							
106	16	1263/4	1263/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1240							
106	16	316	316	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1241							
106	16	1267/4	1267/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1242							
106	16	317	317	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1243							
106	16	315	315	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1244							
106	16	1261/4	1261/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1245							
106	16	631/2	631/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1246							
106	16	1263/4	1263/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1247							
106	16	316	316	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1248							
106	16	1265/4	1265/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1249							
106	16	633/2	633/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1250							
106	16	1267/4	1267/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1251							
106	16	317	317	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1252							
106	16	1269/4	1269/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1253							
106	16	635/2	635/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1254							
106	16	1271/4	1271/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1255							
107	17	318	318	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1256							
107	17	637/2	637/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1257							
107	17	319	319	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1258							
107	17	639/2	639/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1259							
107	17	320	320	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1260							
107	17	641/2	641/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1261							
107	17	318	318	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1262							
107	17	1273/4	1273/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1263							
107	17	637/2	637/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1264							
107	17	1275/4	1275/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1265							
107	17	319	319	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1266							
107	17	1277/4	1277/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1267							
107	17	639/2	639/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1268							
107	17	1279/4	1279/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1269							
107	17	320	320	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1270							
107	17	1281/4	1281/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1271							
107	17	641/2	641/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1272							
107	17	1283/4	1283/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1273							
108	18	321	321	0.0	0	0	StaffText	3/4	1	1	0							Min. D.C.				
108	18	321	321	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	1274							
108	18	321	321	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1275							
108	18	321	321	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1276							
108	18	1285/4	1285/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1277							
108	18	643/2	643/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1278							
108	18	1287/4	1287/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1279							
108	18	322	322	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1280							
108	18	1289/4	1289/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1281							
108	18	645/2	645/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1282							
108	18	1291/4	1291/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1283							
108	18	323	323	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1284							
