mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Vibrato:guitarVibratoWide
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	320									
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	321									
18	18	51	51	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	322									
18	18	205/4	205/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	323									
18	18	103/2	103/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	324									
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	325									
18	18	52	52	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	326									
18	18	209/4	209/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	327									
18	18	105/2	105/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	328									
18	18	211/4	211/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	329									
18	18	53	53	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	330									
18	18	213/4	213/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	331									
18	18	107/2	107/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	332									
18	18	215/4	215/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	333									
19	19	54	54	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	334									
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	335									
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	336									
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	337									
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	338									
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	339									
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	340									
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	341									
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	342									
19	19	54	54	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	343									
19	19	217/4	217/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	344									
19	19	109/2	109/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	345									
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	346									
19	19	55	55	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	347									
19	19	221/4	221/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	348									
19	19	111/2	111/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	349									
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	350									
19	19	56	56	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	351									
19	19	225/4	225/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	352									
19	19	113/2	113/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	353									
19	19	227/4	227/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	354									
20	20	57	57	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	355									
20	20	229/4	229/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	356									
20	20	115/2	115/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	357									
20	20	231/4	231/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	358									
20	20	58	58	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	359									
20	20	233/4	233/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	360									
20	20	117/2	117/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	361									
20	20	235/4	235/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	362									
20	20	59	59	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	363									
20	20	237/4	237/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	364									
20	20	119/2	119/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	365									
20	20	239/4	239/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	366									
20	20	57	57	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	367									
20	20	229/4	229/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	368									
20	20	115/2	115/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	369									
20	20	231/4	231/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	370									
20	20	58	58	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	371									
20	20	233/4	233/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16		1/16	1	372									
20	20	117/2	117/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	373									
20	20	235/4	235/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	374									
20	20	59	59	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	375									
20	20	237/4	237/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	376									
20	20	119/2	119/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	377									
20	20	239/4	239/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	378									
20	20	57	57	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	379									
20	20	58	58	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	380									
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	381									
20	20	58	58	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	382									
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	383									
21	21	60	60	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	384									
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	385									
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	386									
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	387									
21	21	241/4	241/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	388									
21	21	121/2	121/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	389									
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	390									
21	21	61	61	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	391									
21	21	245/4	245/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	392									
21	21	123/2	123/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	393									
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	394									
21	21	62	62	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	395									
21	21	249/4	249/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	396									
21	21	125/2	125/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	397									
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	398									
21	21	60	60	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	399									
22	22	63	63	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	400									
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	401									
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	402									
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	403									
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	404									
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	405									
22	22	63	63	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	406									
22	22	253/4	253/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	407									
22	22	127/2	127/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	408									
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	409									
22	22	64	64	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	410									
22	22	257/4	257/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	411									
22	22	129/2	129/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	412									
22	22	259/4	259/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	413									
22	22	65	65	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	414									
22	22	261/4	261/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	415									
22	22	131/2	131/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	416									
22	22	263/4	263/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	417									
23	23	66	66	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	418									
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	419									
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	420									
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	421									
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	422									
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	423									
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	424									
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	425									
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	426									
23	23	66	66	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	427									
23	23	265/4	265/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	428									
23	23	133/2	133/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	429									
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	430									
23	23	67	67	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	431									
23	23	269/4	269/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	432									
23	23	135/2	135/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	433									
23	23	271/4	271/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	434									
23	23	68	68	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	435									
23	23	273/4	273/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	436									
23	23	137/2	137/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	437									
23	23	275/4	275/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	438									
24	24	69	69	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	439									
24	24	277/4	277/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	440									
24	24	139/2	139/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	441									
24	24	279/4	279/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	442									
24	24	70	70	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	443									
24	24	281/4	281/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	444									
24	24	141/2	141/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	445									
24	24	283/4	283/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	446									
24	24	71	71	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	447									
24	24	285/4	285/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	448									
24	24	143/2	143/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	449									
24	24	287/4	287/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	450									
24	24	69	69	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	451									
24	24	277/4	277/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	452									
24	24	139/2	139/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	453									
24	24	279/4	279/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	454									
24	24	70	70	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	455									
24	24	281/4	281/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16		1/16	1	456									
24	24	141/2	141/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	457									
24	24	283/4	283/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	458									
24	24	71	71	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	459									
24	24	285/4	285/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	460									
24	24	143/2	143/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	461									
24	24	287/4	287/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	462									
24	24	69	69	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	463									
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	464									
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	465									
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	466									
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	467									
25	25	72	72	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	468									
25	25	73	73	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	469									
25	25	293/4	293/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	470									
25	25	147/2	147/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	471									
25	25	295/4	295/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	472									
25	25	74	74	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	473									
25	25	297/4	297/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	474									
25	25	149/2	149/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	475									
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	476									
25	25	72	72	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	477									
25	25	289/4	289/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	478									
25	25	145/2	145/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	479									
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	480									
25	25	73	73	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	481									
25	25	74	74	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	482									
25	25	72	72	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	483									
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	484									
25	25	73	73	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	485									
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	486									
26	26	75	75	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	487								0	
26	26	76	76	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	488									
26	26	305/4	305/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	489									
26	26	153/2	153/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	490									
26	26	307/4	307/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	491									
26	26	77	77	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	492									
26	26	309/4	309/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	493									
26	26	155/2	155/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	494									
26	26	311/4	311/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	495									
26	26	76	76	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	496									
26	26	77	77	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	497									
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	498									
26	26	301/4	301/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	499									
26	26	151/2	151/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	500									
26	26	303/4	303/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	501									
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	502									
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	503									
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	504									
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	505									
27	27	78	78	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	506									
27	27	313/4	313/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	507									
27	27	157/2	157/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	508									
27	27	315/4	315/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	509									
27	27	79	79	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	510									
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	511									
27	27	317/4	317/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16		1/16	1	512									
27	27	159/2	159/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	513									
27	27	319/4	319/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	514									
27	27	80	80	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	515									
27	27	321/4	321/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	516									
27	27	161/2	161/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	517									
27	27	323/4	323/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	518									
27	27	78	78	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	519									
27	27	317/4	317/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	520									
27	27	159/2	159/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	521									
27	27	319/4	319/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	522									
27	27	80	80	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	523									
27	27	321/4	321/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	524									
27	27	161/2	161/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	525									
27	27	323/4	323/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	526									
28	28	81	81	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	527									
28	28	325/4	325/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	528									
28	28	163/2	163/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	529									
28	28	327/4	327/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	530									
28	28	82	82	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	531									
28	28	83	83	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	532	ornamentTrill								
28	28	81	81	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	533									
28	28	327/4	327/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	534									
28	28	82	82	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	535									
28	28	83	83	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	536									
28	28	81	81	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	537									
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	538									
28	28	82	82	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	539									
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	540									
28	28	83	83	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	541									
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	542									
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	543									
28	28	83	83	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	544									
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	545									
29	29	84	84	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	546									
29	29	84	84	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	547									
29	29	337/4	337/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	548									
29	29	169/2	169/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	549									
29	29	339/4	339/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	550									
29	29	85	85	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	551									
29	29	341/4	341/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	552									
29	29	171/2	171/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	553									
29	29	343/4	343/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	554									
29	29	86	86	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	555									
29	29	345/4	345/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	556									
29	29	173/2	173/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	557									
29	29	347/4	347/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	558									
29	29	84	84	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	559									
30	30	87	87	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	560									
30	30	351/4	351/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	561									
30	30	88	88	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	562									
30	30	89	89	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	563									
30	30	179/2	179/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	564									
30	30	269/3	269/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	565									
30	30	539/6	539/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	566									
30	30	87	87	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	567									
30	30	87	87	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	568									
30	30	349/4	349/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	569									
30	30	175/2	175/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	570									
30	30	351/4	351/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	571									
30	30	88	88	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	572									
30	30	353/4	353/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	573									
30	30	177/2	177/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	574									
30	30	355/4	355/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	575									
30	30	89	89	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	576									
30	30	357/4	357/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	577									
30	30	179/2	179/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	578									
30	30	359/4	359/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	579									
31	31	90	90	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	580									
31	31	90	90	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	581	ornamentTrill								
31	31	91	91	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	582									
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	583									
31	31	90	90	0.0	0	0	Chord	3/4	1	2	0	appoggiatura	1/8	1	584									
31	31	90	90	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	585									
31	31	91	91	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	586									
31	31	90	90	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	587									
31	31	361/4	361/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	588									
31	31	181/2	181/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	589									
31	31	363/4	363/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	590									
31	31	91	91	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	591									
31	31	365/4	365/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	592									
31	31	183/2	183/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	593									
31	31	367/4	367/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	594									
31	31	92	92	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	595									
31	31	369/4	369/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	596									
31	31	185/2	185/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	597									
31	31	371/4	371/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	598									
32	32	93	93	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	599									
32	32	373/4	373/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	600									
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	601									
32	32	94	94	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	602									
32	32	377/4	377/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	603									
32	32	189/2	189/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	604									
32	32	379/4	379/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	605									
32	32	95	95	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	606									
32	32	381/4	381/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	607									
32	32	191/2	191/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	608									
32	32	383/4	383/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	609									
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	610									
32	32	94	94	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	611									
32	32	189/2	189/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	612									
